"id","vismedId","idEmpresaGestora","name","normalizedName","updatedAt"
"29a1f385-f18c-4dad-8df7-982935968524",3484,NULL,"Fonoaudiologia","fonoaudiologia","2026-08-18 12:39:08.648"
