"id","name"
"e66fad0e-b94f-4d6b-83b9-8164c3229b5d","VisMed Central Clinic"
"74a1f283-95ad-45fe-9dab-8e361ec54034","VisMed Unidade Sul"
"37baa82a-e625-4a1b-ae1d-158ad75037f1","Docctor Med São Leopoldo"
"e87ca02e-1f7a-4217-92bb-4572069dbf31","Docctor Med Petropólis"
