"id","bookingSyncId","vismedDoctorId","reason","errorMessage","resolved","createdAt","updatedAt"
"d72a4171-36a9-4e45-b0d9-d449064b0592","cda18f04-9fe9-4ba9-a522-756d46682150","71d979c9-37b1-45ff-8923-2807d1ed4061","DOCTOR_NOT_LINKED",NULL,False,"2026-08-18 13:39:19.33","2026-08-19 15:09:14.982"
"2152bd88-41bd-4cf7-b9e2-2addaffb14a0","69d6c246-1f64-4fba-8b42-8fa25a78687f","58a523b6-b2a0-4afd-a732-92f3cb49ff6a","DOCTOR_NOT_LINKED",NULL,True,"2026-08-18 12:50:55.285","2026-08-19 14:29:12.361"
"d86772f0-92a4-4ba3-842b-6e426946781b","ba855681-d948-401b-b8bd-330c486422a2","71d979c9-37b1-45ff-8923-2807d1ed4061","DOCTOR_NOT_LINKED",NULL,False,"2026-08-13 22:03:32.767","2026-08-19 15:09:14.84"
"769ce8d4-1ebd-4a72-8738-a82a34ab37dc","c1d28054-bc6f-4732-a0db-e07736f7a504","58a523b6-b2a0-4afd-a732-92f3cb49ff6a","DOCTOR_NOT_LINKED",NULL,False,"2026-08-12 18:28:01.789","2026-08-19 15:09:14.617"
"9c1f4ac5-e391-4cf7-82e1-1d8357c3fb7d","cf4ce01e-89ee-45ff-9f65-edbe73a1c205","71d979c9-37b1-45ff-8923-2807d1ed4061","DOCTOR_NOT_LINKED",NULL,False,"2026-08-05 15:09:21.764","2026-08-19 15:09:14.559"
