"timestamp","action","message"
"2026-08-17 20:09:17.983","specialty_migrated","Especialidade ""Oftalmologia"": código VisMed mudou de 180 para 3472. Migrados 16 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.923","specialty_migrated","Especialidade ""Obstetrícia"": código VisMed mudou de 179 para 3471. Migrados 5 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.897","specialty_migrated","Especialidade ""Nutrologia"": código VisMed mudou de 178 para 3470. Migrados 7 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.864","specialty_migrated","Especialidade ""Neurologia"": código VisMed mudou de 177 para 3469. Migrados 15 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.814","specialty_migrated","Especialidade ""Neurocirurgia"": código VisMed mudou de 176 para 3468. Migrados 0 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.8","specialty_migrated","Especialidade ""Nefrologia"": código VisMed mudou de 175 para 3467. Migrados 1 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.782","specialty_migrated","Especialidade ""Medicina Preventiva e Social"": código VisMed mudou de 174 para 3466. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.764","specialty_migrated","Especialidade ""Medicina Nuclear"": código VisMed mudou de 173 para 3465. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.749","specialty_migrated","Especialidade ""Medicina Legal e Perícia Médica (ou medicina forense)"": código VisMed mudou de 172 para 3464. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.734","specialty_migrated","Especialidade ""Medicina Intensiva"": código VisMed mudou de 171 para 3463. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.717","specialty_migrated","Especialidade ""Medicina Física e Reabilitação"": código VisMed mudou de 170 para 3462. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.702","specialty_migrated","Especialidade ""Medicina Esportiva"": código VisMed mudou de 169 para 3461. Migrados 0 vínculo(s) de médico e 3 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.683","specialty_migrated","Especialidade ""Medicina do Tráfego"": código VisMed mudou de 168 para 3460. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.668","specialty_migrated","Especialidade ""Medicina do Trabalho"": código VisMed mudou de 167 para 3459. Migrados 34 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.562","specialty_migrated","Especialidade ""Medicina de Família e Comunidade"": código VisMed mudou de 166 para 3458. Migrados 8 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.529","specialty_migrated","Especialidade ""Mastologia"": código VisMed mudou de 165 para 3457. Migrados 1 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.512","specialty_migrated","Especialidade ""Infectologia"": código VisMed mudou de 164 para 3456. Migrados 1 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.495","specialty_migrated","Especialidade ""Homeopatia"": código VisMed mudou de 163 para 3455. Migrados 2 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.478","specialty_migrated","Especialidade ""Hematologia e Hemoterapia"": código VisMed mudou de 162 para 3454. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.462","specialty_migrated","Especialidade ""Geriatria"": código VisMed mudou de 160 para 3452. Migrados 19 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.397","specialty_migrated","Especialidade ""Genética médica"": código VisMed mudou de 159 para 3451. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.383","specialty_migrated","Especialidade ""Gastroenterologia"": código VisMed mudou de 158 para 3450. Migrados 16 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.325","specialty_migrated","Especialidade ""Endoscopia"": código VisMed mudou de 157 para 3449. Migrados 2 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.308","specialty_migrated","Especialidade ""Endocrinologia e Metabologia"": código VisMed mudou de 156 para 3448. Migrados 19 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.243","specialty_migrated","Especialidade ""Dermatologia"": código VisMed mudou de 155 para 3447. Migrados 26 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.162","specialty_migrated","Especialidade ""Coloproctologia"": código VisMed mudou de 154 para 3446. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:17.147","specialty_migrated","Especialidade ""Clínico Geral"": código VisMed mudou de 153 para 3445. Migrados 126 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:16.807","specialty_migrated","Especialidade ""Cirurgia Vascular"": código VisMed mudou de 152 para 3444. Migrados 1 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:16.789","specialty_migrated","Especialidade ""Cirurgia Torácica"": código VisMed mudou de 151 para 3443. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:16.775","specialty_migrated","Especialidade ""Cirurgia Plástica"": código VisMed mudou de 150 para 3442. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:16.762","specialty_migrated","Especialidade ""Cirurgia Pediátrica"": código VisMed mudou de 149 para 3441. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:16.748","specialty_migrated","Especialidade ""Cirurgia Geral"": código VisMed mudou de 148 para 3440. Migrados 11 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:16.705","specialty_migrated","Especialidade ""Cirurgia do Aparelho Digestivo"": código VisMed mudou de 147 para 3439. Migrados 0 vínculo(s) de médico e 1 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:16.694","specialty_migrated","Especialidade ""Cirurgia de cabeça e pescoço"": código VisMed mudou de 146 para 3438. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:16.68","specialty_migrated","Especialidade ""Cirurgia da Mão"": código VisMed mudou de 145 para 3437. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
"2026-08-17 20:09:16.666","specialty_migrated","Especialidade ""Cirurgia Cardiovascular"": código VisMed mudou de 144 para 3436. Migrados 0 vínculo(s) de médico e 2 mapeamento(s) de serviço; registro antigo removido."
