"vismed_doctor_uuid","idprofissional","isActive","idunidade","mapping_id","doctoralia_doctor_id","mapping_status","facility_id","address_id","calendar_status","mapping_updated_at"
"3ab20a98-fee4-4f8c-96dc-d7048ae2f561",6994,True,69,"3cdf2a16-a24b-4661-9106-d4259473d73d","914705","LINKED","91711","1828909","enabled","2026-08-19 14:46:49.395"
